code|name|date|price|ma3|ma5|ma7|ma20|ma50|ma60|ma120|ma200
382480.KQ|G.I.Tech|2022-06-21|3495.13427734375|3557.1395670572915|3440.30869140625|3381.846609933036|3521.8128662109375|3547.5123583984373|3591.7318440755207|3987.4227986653646|0.0
382480.KQ|G.I.Tech|2022-06-22|3191.63525390625|3407.021728515625|3457.931201171875|3382.5459333147323|3498.8056762695314|3531.35837890625|3576.2305501302085|3977.3877522786456|0.0
382480.KQ|G.I.Tech|2022-06-23|3010.5146484375|3232.4280598958335|3374.713720703125|3343.384765625|3468.45576171875|3515.1064892578124|3557.2210611979167|3966.0881225585936|0.0
382480.KQ|G.I.Tech|2022-06-24|3103.522705078125|3101.890869140625|3267.0205078125|3343.384765625|3444.9590576171877|3498.0713818359377|3539.2721964518228|3955.889902750651|0.0
382480.KQ|G.I.Tech|2022-06-27|3294.433349609375|3136.1569010416665|3219.048046875|3324.5035226004466|3431.4973999023437|3486.518837890625|3523.5261474609374|3946.466748046875|0.0
382480.KQ|G.I.Tech|2022-06-28|3358.070068359375|3252.0087076822915|3191.635205078125|3283.9437081473216|3420.238562011719|3477.022255859375|3506.393135579427|3938.0634134928387|0.0
382480.KQ|G.I.Tech|2022-06-29|3328.699462890625|3327.067626953125|3219.048046875|3254.572823660714|3403.350305175781|3465.959228515625|3489.2601236979167|3929.8232543945314|0.0
382480.KQ|G.I.Tech|2022-06-30|3147.578857421875|3278.1161295572915|3246.460888671875|3204.922049386161|3376.427001953125|3452.154912109375|3470.2506388346355|3920.4816833496093|0.0
382480.KQ|G.I.Tech|2022-07-01|3025.200439453125|3167.1595865885415|3230.796435546875|3181.1456473214284|3345.5875854492188|3436.4904443359374|3448.3856526692707|3910.6913899739584|0.0
382480.KQ|G.I.Tech|2022-07-04|2824.499267578125|2999.0928548177085|3136.809619140625|3154.572021484375|3302.2655395507813|3420.434365234375|3495.4606404622396|3898.820660400391|0.0
382480.KQ|G.I.Tech|2022-07-05|2883.2412109375|2910.9803059895835|3041.84384765625|3123.1032366071427|3264.0834106445313|3406.04263671875|3475.7168863932293|3886.786761474609|0.0
382480.KQ|G.I.Tech|2022-07-06|2868.5556640625|2858.765380859375|2949.815087890625|3062.2635672433034|3229.3278686523436|3390.573974609375|3456.870576985677|3873.080352783203|0.0
382480.KQ|G.I.Tech|2022-07-07|2907.716796875|2886.5045572916665|2901.84267578125|2997.9273856026784|3201.670300292969|3377.357080078125|3441.6140380859374|3858.9660176595053|0.0
382480.KQ|G.I.Tech|2022-07-08|2941.982666015625|2906.0850423177085|2885.19912109375|2942.68212890625|3177.9288330078125|3364.4338916015627|3424.72578125|3845.545157877604|0.0
382480.KQ|G.I.Tech|2022-07-11|2941.982666015625|2930.5607096354165|2908.69580078125|2913.3112444196427|3165.690966796875|3355.0352099609377|3409.224483235677|3832.3690572102864|0.0
382480.KQ|G.I.Tech|2022-07-12|2824.499267578125|2902.821533203125|2896.947412109375|2884.6396484375|3142.6837890625|3343.972177734375|3392.4178181966145|3817.7244140625|0.0
382480.KQ|G.I.Tech|2022-07-13|2829.39453125|2865.2921549479165|2889.115185546875|2885.3389718191966|3128.9773803710937|3334.0839892578124|3374.8768798828123|3804.4259358723957|0.0
382480.KQ|G.I.Tech|2022-07-14|2907.716796875|2853.8701985677085|2889.115185546875|2888.8354840959823|3103.0331176757813|3325.076923828125|3359.3755818684895|3792.9223429361978|0.0
382480.KQ|G.I.Tech|2022-07-15|2858.765380859375|2865.292236328125|2872.471728515625|2887.4368722098216|3063.8719482421875|3313.7201904296876|3343.5479410807293|3779.5422790527346|0.0
382480.KQ|G.I.Tech|2022-07-18|2917.507080078125|2894.6630859375|2867.576611328125|2888.8354840959823|3033.03251953125|3303.1466748046873|3331.7180053710936|3761.185481770833|0.0
382480.KQ|G.I.Tech|2022-07-19|2917.507080078125|2897.926513671875|2886.178173828125|2885.3389718191966|3004.151159667969|3292.964775390625|3320.29599609375|3742.9102681477866|0.0
382480.KQ|G.I.Tech|2022-07-20|2976.248779296875|2937.087646484375|2915.5490234375|2890.234130859375|2993.3818359375|3284.251416015625|3309.200329589844|3712.3971923828126|0.0
382480.KQ|G.I.Tech|2022-07-21|3015.409912109375|2969.721923828125|2937.087646484375|2917.507080078125|2993.626599121094|3278.08353515625|3299.981136067708|3682.210459391276|0.0
382480.KQ|G.I.Tech|2022-07-22|3020.30517578125|3003.9879557291665|2969.39560546875|2944.780029296875|2989.46572265625|3271.9156494140625|3290.5171875|3659.0808939615886|0.0
382480.KQ|G.I.Tech|2022-07-25|2995.829345703125|3010.5148111979165|2985.06005859375|2957.3675362723216|2974.5355224609375|3268.7827587890624|3283.5823974609375|3636.807979329427|0.0
382480.KQ|G.I.Tech|2022-07-26|2976.248779296875|2997.4611002604165|2996.8083984375|2974.15087890625|2955.4444580078125|3265.2582568359376|3276.892362467448|3617.7984965006513|0.0
382480.KQ|G.I.Tech|2022-07-27|3103.522705078125|3025.2002766927085|3022.26318359375|3000.724539620536|2944.1856201171877|3259.1882763671874|3273.2210083007812|3598.7074300130207|0.0
382480.KQ|G.I.Tech|2022-07-28|3289.5380859375|3123.1031901041665|3077.088818359375|3053.871826171875|2951.283581542969|3253.7057080078125|3272.07880859375|3579.942704264323|0.0
382480.KQ|G.I.Tech|2022-07-29|3240.586669921875|3211.2158203125|3121.1451171875|3091.6343819754466|2962.0528930664063|3247.92943359375|3268.978552246094|3563.707135009766|0.0
382480.KQ|G.I.Tech|2022-08-01|3191.63525390625|3240.586669921875|3160.306298828125|3116.8094308035716|2980.4096923828124|3238.4328466796874|3264.736092122396|3553.91684366862|0.0
382480.KQ|G.I.Tech|2022-08-02|3137.78857421875|3190.0034993489585|3192.6142578125|3133.5927734375|2993.137060546875|3229.3278759765626|3259.9225341796873|3545.554302978516|0.0
382480.KQ|G.I.Tech|2022-08-03|3162.264404296875|3163.8960774739585|3204.36259765625|3157.369210379464|3007.8224975585936|3219.5375830078124|3255.7616617838544|3536.661454264323|0.0
382480.KQ|G.I.Tech|2022-08-04|3358.070068359375|3219.3743489583335|3218.068994140625|3211.915108816964|3030.3401611328127|3214.3487255859377|3256.332763671875|3528.8292215983074|0.0
382480.KQ|G.I.Tech|2022-08-05|3407.021728515625|3309.1187337239585|3251.356005859375|3255.2721121651784|3053.5921142578127|3211.0200244140624|3257.638134765625|3522.139188639323|0.0
382480.KQ|G.I.Tech|2022-08-08|3323.803955078125|3362.9652506510415|3277.78974609375|3260.167236328125|3072.6831787109377|3206.2227734375|3260.4936360677084|3515.979459635417|0.0
382480.KQ|G.I.Tech|2022-08-09|3328.699462890625|3353.175048828125|3315.971923828125|3272.7547781808034|3097.8931884765625|3201.131826171875|3263.430729166667|3509.371014404297|0.0
382480.KQ|G.I.Tech|2022-08-10|3328.699462890625|3327.067626953125|3349.258935546875|3292.335379464286|3122.858435058594|3194.3765234375|3262.1253580729167|3503.66001180013|0.0
382480.KQ|G.I.Tech|2022-08-11|3338.48974609375|3331.962890625|3345.34287109375|3321.0069754464284|3144.397082519531|3187.425419921875|3258.372412109375|3499.8254821777346|0.0
382480.KQ|G.I.Tech|2022-08-12|3318.908935546875|3328.6993815104165|3327.7203125|3343.384765625|3167.404260253906|3180.9638232421876|3254.864221191406|3497.9490091959638|0.0
382480.KQ|G.I.Tech|2022-08-16|3309.11865234375|3322.1724446614585|3324.783251953125|3336.3917061941966|3186.9848388671876|3173.327392578125|3248.908455403646|3497.3779073079427|0.0
382480.KQ|G.I.Tech|2022-08-17|3240.586669921875|3289.5380859375|3307.160693359375|3312.6152692522323|3203.138818359375|3165.2014501953126|3243.0342814127603|3493.9513041178384|3997.449678955078
382480.KQ|G.I.Tech|2022-08-18|3181.844970703125|3243.85009765625|3277.789794921875|3292.3354143415177|3213.4186279296873|3157.56501953125|3235.2020467122397|3489.4640869140626|3977.722238769531
382480.KQ|G.I.Tech|2022-08-19|3142.683837890625|3188.371826171875|3238.62861328125|3265.7617536272323|3219.78232421875|3151.2013330078125|3227.2882283528647|3481.7950236002603|3962.596239013672
382480.KQ|G.I.Tech|2022-08-22|3005.61962890625|3110.0494791666665|3175.970751953125|3219.607491629464|3219.048046875|3142.9774853515623|3217.8242757161456|3472.167903645833|3946.833868408203
382480.KQ|G.I.Tech|2022-08-23|3049.67578125|3065.9930826822915|3124.082177734375|3178.3483537946427|3221.740368652344|3140.236201171875|3209.257763671875|3464.2948750813803|3931.977100830078
382480.KQ|G.I.Tech|2022-08-24|3039.8857421875|3031.72705078125|3083.9419921875|3138.4878976004466|3224.922216796875|3135.3410595703126|3200.2017456054687|3456.6666056315103|3918.588875732422
382480.KQ|G.I.Tech|2022-08-25|3098.62744140625|3062.7296549479165|3067.298486328125|3108.417724609375|3224.677453613281|3135.243154296875|3190.73779296875|3450.9963948567706|3905.8859704589845
382480.KQ|G.I.Tech|2022-08-26|3093.732421875|3077.4152018229165|3057.508203125|3087.438546316964|3214.887170410156|3128.58576171875|3180.86591796875|3445.040633138021|3894.9208435058595
382480.KQ|G.I.Tech|2022-08-29|2922.40234375|3038.2540690104165|3040.86474609375|3050.375313895089|3198.9779541015623|3114.194033203125|3168.872810872396|3437.412363688151|3885.987203369141
382480.KQ|G.I.Tech|2022-08-30|3314.013916015625|3110.049560546875|3093.732373046875|3074.8510393415177|3205.096887207031|3109.7883984375|3162.5907063802083|3431.823738606771|3877.8857373046876
382480.KQ|G.I.Tech|2022-08-31|3627.30322265625|3287.906494140625|3211.215869140625|3163.6629813058034|3229.572619628906|3112.43177734375|3162.264363606771|3427.8668294270833|3872.1828930664065
382480.KQ|G.I.Tech|2022-09-01|3588.14208984375|3509.8197428385415|3309.118798828125|3240.586739676339|3250.86650390625|3120.3619140625|3162.6722900390623|3422.6861328125|3865.1094091796876
382480.KQ|G.I.Tech|2022-09-02|3539.190673828125|3584.878662109375|3398.21044921875|3311.916015625|3259.9225341796873|3130.9354345703123|3163.977665201823|3418.239707438151|3859.0639025878904
382480.KQ|G.I.Tech|2022-09-05|3455.97314453125|3527.7686360677085|3504.924609375|3362.965401785714|3262.3701049804686|3137.984443359375|3164.6303507486978|3413.0182189941406|3853.7281945800783
382480.KQ|G.I.Tech|2022-09-06|3607.72265625|3534.2954915364585|3563.666357421875|3436.392578125|3276.5660400390625|3144.2502294921874|3171.646728515625|3408.734967041016|3848.759622802734
382480.KQ|G.I.Tech|2022-09-07|4483.9541015625|3849.2166341145835|3734.996533203125|3659.4714006696427|3334.3287719726563|3166.76791015625|3191.6352498372394|3412.324745686849|3847.8295471191404
382480.KQ|G.I.Tech|2022-09-08|4483.9541015625|4191.876953125|3914.158935546875|3826.605712890625|3392.09150390625|3189.8730029296876|3214.642439778646|3417.3014790852862|3847.5847937011717
