,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
1569,138230,KOSPI,KOSEF 미국달러선물,,,,,,,
1570,225800,KOSPI,KOSEF 미국달러선물레버리지,,,,,,,
1571,139660,KOSPI,KOSEF 미국달러선물인버스,,,,,,,
1572,230480,KOSPI,KOSEF 미국달러선물인버스2X,,,,,,,
1573,373790,KOSPI,KOSEF 미국방어배당성장나스닥,,,,,,,
1574,104520,KOSPI,KOSEF 블루칩,,,,,,,
1575,200250,KOSPI,KOSEF 인도Nifty50(합성),,,,,,,
1576,316670,KOSPI,KOSEF 코스닥150,,,,,,,
1577,291630,KOSPI,KOSEF 코스닥150선물레버리지,,,,,,,
1578,291620,KOSPI,KOSEF 코스닥150선물인버스,,,,,,,
1579,153270,KOSPI,KOSEF 코스피100,,,,,,,
1580,122260,KOSPI,KOSEF 통안채1년,,,,,,,
1581,114450,KOSDAQ,KPX생명과학,기초 의약물질 및 생물학적 제제 제조업,의약품 중간체 등,2009-12-22,12월,"양준화, 이기성(각자 대표이사)",http://www.kpxls.com/,전라남도
1582,025000,KOSPI,KPX케미칼,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",1994-12-27,12월,"양준영, 최재호, 이찬수(각자대표이사)",http://www.kpxchemical.com,서울특별시
1583,092230,KOSPI,KPX홀딩스,기초 화학물질 제조업,지주회사,2006-10-12,12월,양준영,http://www.kpxholdings.com,서울특별시
1584,000040,KOSPI,KR모터스,그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매",1976-05-25,12월,노성석,http://www.krmotors.com,경상남도
1585,044450,KOSPI,KSS해운,해상 운송업,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등), 선박대여",2007-10-26,12월,이승우,http://www.kssline.com,서울특별시
1586,030200,KOSPI,KT,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",1998-12-23,12월,구현모,http://www.kt.com,경기도
1587,033780,KOSPI,KT&G,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",1999-10-08,12월,"Baek, Bok-In",http://www.ktng.com,대전광역시
1588,168300,KOSPI,KTOP 코스피50,,,,,,,
1589,058850,KOSPI,KTcs,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,박경원,http://www.ktcs.co.kr,대전광역시
1590,058860,KOSPI,KTis,기타 정보 서비스업,"114전화번호안내, 고객센터",2010-12-17,12월,윤경근,http://www.ktis.co.kr,서울특별시
1591,060370,KOSDAQ,KT서브마린,전기 및 통신 공사업,해저케이블등의 건설 및 유지보수 업무,2002-02-15,12월,이승용,http://www.ktsubmarine.co.kr,부산광역시
1592,122450,KOSDAQ,KX,텔레비전 방송업,방송채널사업 및 방송송출서비스,2011-05-25,12월,"한찬수, 이강봉(각자 대표이사)",http://www.kxgroup.co.kr,서울특별시
1593,052900,KOSDAQ,KX하이텍,플라스틱제품 제조업,TRAY(반도체Packing재료),2005-01-18,12월,이상국,http://www.kxhitech.com,충청남도
1594,093050,KOSPI,LF,봉제의복 제조업,"기성복, 의류, 잡화, 제조",2006-12-01,12월,"오규식, 김상균 (각자 대표이사)",http://www.lfcorp.com,서울특별시
1595,003550,KOSPI,LG,기타 금융업,지주회사,1970-02-13,12월,"구광모, 권봉석",http://www.lg.co.kr,서울특별시
1596,034220,KOSPI,LG디스플레이,전자부품 제조업,액정표시장치(TFT-LCD) 제조,2004-07-23,12월,정호영,http://www.lgdisplay.com,서울특별시
1597,051900,KOSPI,LG생활건강,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,차 석 용,http://www.lghnh.com,서울특별시
1598,051905,KOSPI,LG생활건강우,,,,,,,
1599,373220,KOSPI,LG에너지솔루션,일차전지 및 축전지 제조업,"2차전지 (소형,ESS,자동차전지)",2022-01-27,12월,권영수,,서울특별시
1600,003555,KOSPI,LG우,,,,,,,
1601,032640,KOSPI,LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,황현식,http://www.uplus.co.kr,서울특별시
1602,011070,KOSPI,LG이노텍,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,정철동,http://www.lginnotek.co.kr,서울특별시
1603,066570,KOSPI,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22,12월,"조주완, 배두용 (각자 대표이사)",http://www.lge.co.kr,서울특별시
1604,066575,KOSPI,LG전자우,,,,,,,
1605,037560,KOSPI,LG헬로비전,텔레비전 방송업,"케이블TV, 인터넷서비스 등",2012-11-09,12월,송구영,http://www.lghellovision.net,서울특별시
1606,051910,KOSPI,LG화학,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,신학철,http://www.lgchem.com,서울특별시
1607,051915,KOSPI,LG화학우,,,,,,,
1608,079550,KOSPI,LIG넥스원,무기 및 총포탄 제조업,정밀유도무기 등,2015-10-02,12월,김지찬,http://www.lignex1.com,경기도
1609,006260,KOSPI,LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",1977-06-30,12월,명노현,http://www.lsholdings.co.kr,서울특별시
1610,010120,KOSPI,LS ELECTRIC,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 김동현",http://www.ls-electric.com,경기도
1611,000680,KOSPI,LS네트웍스,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대",1973-11-15,12월,문성준,http://www.lsnetworks.co.kr,경상남도
1612,229640,KOSPI,LS전선아시아,기타 금융업,,2016-09-22,12월,백인재,http://www.lscnsasia.co.kr,서울특별시
1613,108320,KOSDAQ,LX세미콘,반도체 제조업,"LDI, T-Con, PMIC, EPD-IC 등",2010-06-08,12월,손보익,http://lxsemicon.com,대전광역시
1614,001120,KOSPI,LX인터내셔널,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",1976-01-30,12월,윤춘성,http://www.lxinternational.co.kr,서울특별시
1615,108670,KOSPI,LX하우시스,플라스틱제품 제조업,"창호재, 자동차부품 등",2009-04-20,12월,"강계웅, 강인식",http://www.lxhausys.com,서울특별시
1616,108675,KOSPI,LX하우시스우,,,,,,,
1617,383800,KOSPI,LX홀딩스,기타 금융업,지주회사,2021-05-27,12월,"구본준, 노진서",http://www.lxholdings.co.kr,서울특별시
1618,38380K,KOSPI,LX홀딩스1우,,,,,,,
1619,407170,KOSPI,MASTER 스마트커머스액티브,,,,,,,
1620,407160,KOSPI,MASTER 테크미디어텔레콤액티브,,,,,,,
1621,023150,KOSPI,MH에탄올,알코올음료 제조업,"주정,탄산가스 제조",1996-12-24,12월,최동호,http://www.mhethanol.com,경상남도
1622,035420,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,최수연,http://www.navercorp.com,경기도
1623,160550,KOSDAQ,NEW,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 투자 및 배급,2014-12-23,12월,김우택,http://www.its-new.co.kr,서울특별시
1624,053290,KOSDAQ,NE능률,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재,2002-12-10,12월,주민홍,http://www.neungyule.com,서울특별시
1625,55G859,KOSPI,NHG859삼성전자콜,,,,,,,
1626,55G860,KOSPI,NHG860삼성전자콜,,,,,,,
1627,55G861,KOSPI,NHG861삼성전자콜,,,,,,,
1628,55G865,KOSPI,NHG865삼성전자풋,,,,,,,
1629,55G866,KOSPI,NHG866삼성전자풋,,,,,,,
1630,55G867,KOSPI,NHG867삼성전자풋,,,,,,,
1631,55G871,KOSPI,NHG871SK하이닉콜,,,,,,,
1632,55G872,KOSPI,NHG872SK하이닉콜,,,,,,,
1633,55G873,KOSPI,NHG873SK하이닉콜,,,,,,,
1634,55G877,KOSPI,NHG877SK하이닉풋,,,,,,,
1635,55G878,KOSPI,NHG878SK하이닉풋,,,,,,,
1636,55G879,KOSPI,NHG879SK하이닉풋,,,,,,,
1637,55G883,KOSPI,NHG883현대차콜,,,,,,,
1638,55G884,KOSPI,NHG884현대차콜,,,,,,,
1639,55G885,KOSPI,NHG885현대차콜,,,,,,,
1640,55G889,KOSPI,NHG889현대차풋,,,,,,,
1641,55G890,KOSPI,NHG890현대차풋,,,,,,,
1642,55G896,KOSPI,NHG896기아콜,,,,,,,
1643,55G897,KOSPI,NHG897기아콜,,,,,,,
1644,55G908,KOSPI,NHG908네이버콜,,,,,,,
1645,55G913,KOSPI,NHG913네이버풋,,,,,,,
1646,55G920,KOSPI,NHG920카카오콜,,,,,,,
1647,55G925,KOSPI,NHG925카카오풋,,,,,,,
1648,55G926,KOSPI,NHG926카카오풋,,,,,,,
1649,55G933,KOSPI,NHG933LG화학콜,,,,,,,
1650,55G943,KOSPI,NHG943NC소프트콜,,,,,,,
1651,181710,KOSPI,NHN,소프트웨어 개발 및 공급업,한게임,2013-08-29,12월,정우진,http://www.nhn.com,경기도
1652,104200,KOSDAQ,NHN벅스,소프트웨어 개발 및 공급업,"디지털음원유통, 온라인음악서비스",2009-10-06,12월,왕문주,http://www.bugs.co.kr,경기도
1653,060250,KOSDAQ,NHN한국사이버결제,기타 정보 서비스업,전자결제서비스업,2002-01-08,12월,박준석,http://www.kcp.co.kr,서울특별시
1654,400760,KOSPI,NH올원리츠,부동산 임대 및 공급업,부동산투자,2021-11-18,12월,김범수,http://www.nhreits.com,서울특별시
1655,005940,KOSPI,NH투자증권,금융 지원 서비스업,"증권업,종합금융",1975-09-30,12월,정영채,http://www.nhqv.com,서울특별시
1656,005945,KOSPI,NH투자증권우,,,,,,,
1657,338100,KOSPI,NH프라임리츠,부동산 임대 및 공급업,부동산 투자,2019-12-05,11월,권오성,http://www.nhreits.com,서울특별시
1658,034310,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",2004-02-04,12월,이현석,http://www.nice.co.kr,서울특별시
1659,030190,KOSDAQ,NICE평가정보,기타 정보 서비스업,"개인 및 기업정보,솔루션",2000-05-16,12월,신희부,http://www.niceinfo.co.kr,서울특별시
1660,008260,KOSPI,NI스틸,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매",1975-06-28,12월,배종민,http://www.hcr4u.com,서울특별시
1661,004250,KOSPI,NPC,플라스틱제품 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매",1969-09-08,12월,최병민,http://www.npc.co.kr,경기도
1662,004255,KOSPI,NPC우,,,,,,,
1663,010060,KOSPI,OCI,기초 화학물질 제조업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",1985-07-09,12월,"백우석, 이우현, 김택중(3인, 각자 대표이사)",http://www.oci.co.kr,서울특별시
1664,178920,KOSPI,PI첨단소재,플라스틱제품 제조업,PI(Polyimide)제품,2021-08-09,12월,김태림,http://www.pimaterials.com,충청북도
1665,024940,KOSDAQ,PN풍년,생활용품 도매업,압력솥,1995-01-04,12월,유재원,http://www.pn.co.kr,경기도
1666,005490,KOSPI,POSCO홀딩스,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,"대표이사 회장 최정우, 대표이사 사장 전중선",http://www.posco.co.kr,서울특별시
1667,550060,KOSPI,QV S&P500 VIX S/T 선물 ETN C,,,,,,,
1668,550066,KOSPI,QV S&P500 버퍼10% 9월 ETN,,,,,,,
1669,550059,KOSPI,QV iSelect 글로벌 EMP ETN(H),,,,,,,
1670,550073,KOSPI,QV iSelect-WG 그린에너지 ESG ETN,,,,,,,
1671,550044,KOSPI,QV 레버리지 S&P500 ETN,,,,,,,
1672,550069,KOSPI,QV 레버리지 구리 선물 ETN(H),,,,,,,
1673,550062,KOSPI,QV 레버리지 금 선물 ETN(H),,,,,,,
1674,550064,KOSPI,QV 레버리지 은 선물 ETN(H),,,,,,,
1675,550041,KOSPI,QV 미국 IT TOP5 ETN(H),,,,,,,
1676,550072,KOSPI,QV 블룸버그 -2X WTI원유선물 ETN,,,,,,,
1677,550071,KOSPI,QV 블룸버그 2X WTI원유선물 ETN,,,,,,,
1678,550045,KOSPI,QV 인버스 레버리지 S&P500 ETN,,,,,,,
1679,550043,KOSPI,QV 인버스 레버리지 WTI원유 선물 ETN(H),,,,,,,
1680,550070,KOSPI,QV 인버스 레버리지 구리 선물 ETN(H),,,,,,,
1681,550063,KOSPI,QV 인버스 레버리지 금 선물 ETN(H),,,,,,,
1682,550065,KOSPI,QV 인버스 레버리지 은 선물 ETN(H),,,,,,,
1683,550061,KOSPI,QV 인버스 미국 IT TOP5 ETN(H),,,,,,,
1684,550068,KOSPI,QV 코스닥 150 ETN,,,,,,,
1685,550067,KOSPI,QV 코스피 200 ETN,,,,,,,
1686,550057,KOSPI,QV 코스피 변동성 매칭형 양매도 ETN,,,,,,,
1687,218410,KOSDAQ,RFHIC,통신 및 방송 장비 제조업,GaN 트랜지스터,2015-06-30,12월,조덕수,http://rfhic.com,경기도
1688,327260,KOSDAQ,RF머트리얼즈,전자부품 제조업,"광통신, RF통신용 패키지",2019-12-24,12월,남동우,http://www.metal-life.co.kr,경기도
1689,091340,KOSDAQ,S&K폴리텍,전자부품 제조업,고밀도폴리우레탄폼시트,2007-07-30,12월,강원형,http://www.snkpolytec.com,경기도
1690,010950,KOSPI,S-Oil,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Hussain A.Al-Qahtani,http://www.s-oil.com,서울특별시
1691,010955,KOSPI,S-Oil우,,,,,,,
1692,019550,KOSDAQ,SBI인베스트먼트,신탁업 및 집합투자업,벤처캐피탈,1989-09-06,12월,공동대표이사 이준효 공동대표이사 소우에이이치로,http://www.sbik.co.kr,서울특별시
1693,950110,KOSDAQ,SBI핀테크솔루션즈,소프트웨어 개발 및 공급업,전자결제대행 및 핀테크 비스,2012-12-17,03월,카네코 유이치,http://https://www.sbi-finsol.co.jp/kr/,일본
1694,034120,KOSPI,SBS,텔레비전 방송업,"TV,라디오방송,광고",2003-06-25,12월,박정훈(단독대표),http://www.sbs.co.kr,서울특별시
1695,046140,KOSDAQ,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업","컨텐츠, 프로젝트",2003-02-05,12월,김휘진,http://www.sbscontentshub.co.kr,서울특별시
1696,151910,KOSDAQ,SBW생명과학,전자부품 제조업,"Blue Filter, IR Filter, Camera Module",2012-08-02,12월,홍진의,http://www.nanosm.com,경기도
1697,036120,KOSDAQ,SCI평가정보,기타 정보 서비스업,"신용조회,채권추심,신용조사",1999-12-07,12월,임동훈,http://www.sci.co.kr,서울특별시
1698,099220,KOSDAQ,SDN,기계장비 및 관련 물품 도매업,"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계",2009-05-19,12월,최기혁,http://www.sdn-i.com,경기도
1699,036540,KOSDAQ,SFA반도체,반도체 제조업,"반도체패키지(SOP,DIP,QFP)",2001-05-02,12월,김영민,http://www.sts-semi.co.kr,충청남도
1700,255220,KOSDAQ,SG,기타 비금속 광물제품 제조업,"아스콘, 레미콘",2018-01-26,12월,박창호,http://sgholdings.co.kr,인천광역시
1701,040610,KOSDAQ,SG&G,기타 운송관련 서비스업,생활정보신문,2000-04-27,12월,이 의 범,http://www.sgng.com,경기도
1702,049470,KOSDAQ,SGA,소프트웨어 개발 및 공급업,"산업용컴퓨터 제조, 판매",2001-10-11,12월,김신환,http://www.sgacorp.kr,서울특별시
1703,184230,KOSDAQ,SGA솔루션즈,소프트웨어 개발 및 공급업,보안솔루션,2013-12-20,12월,최영철,http://sgasol.kr,서울특별시
1704,005090,KOSPI,SGC에너지,전기업,"증기, 전기, REC(신재생에너지공급인증서)",1993-01-06,12월,"이복영, 박준영, 안찬규",http://www.sgcenergy.co.kr,서울특별시
1705,016250,KOSDAQ,SGC이테크건설,건물 건설업,"건축공사, 플랜트설비, 토목공사",1999-12-28,12월,"이복영, 안찬규",http://www.sgcetec.co.kr,서울특별시
1706,001380,KOSPI,SG글로벌,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매",1976-06-29,12월,이의범,http://www.sgglobal.co.kr,충청남도
1707,004060,KOSPI,SG세계물산,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업",1976-04-19,12월,이의범,http://www.sgsegye.com,서울특별시
1708,001770,KOSPI,SHD,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매",1988-11-23,12월,신종호,http://www.shinhwatp.com,경기도
1709,002360,KOSPI,SH에너지화학,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",1985-12-23,12월,정케빈규봉,http://www.sh-enerchem.com,전라북도
1710,009160,KOSPI,SIMPAC,1차 철강 제조업,"프레스, 합금철",1989-07-29,12월,최진식,http://www.simpac.co.kr,인천광역시
1711,123700,KOSPI,SJM,자동차 신품 부품 제조업,자동차및산업용Bellows,2010-05-31,12월,김휘중 (단독 대표이사),,경기도
1712,025530,KOSPI,SJM홀딩스,자동차 부품 및 내장품 판매업,지주회사및경영자문,1997-02-12,12월,"김용호, 김휘중(각자대표이사)",http://www.sjmholdings.co.kr,경기도
1713,034730,KOSPI,SK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",2009-11-11,12월,"최태원, 장동현, 박성하",http://www.sk-inc.com/,서울특별시
1714,337450,KOSDAQ,SK5호스팩,금융 지원 서비스업,기업인수합병,2019-12-04,12월,우종민,,서울특별시
1715,340350,KOSDAQ,SK6호스팩,금융 지원 서비스업,,2020-03-11,12월,송문규,,서울특별시
1716,011790,KOSPI,SKC,기타 화학제품 제조업,"폴리에스테르필름,합성수지,LCD용 필름 제조",1997-07-18,12월,박원철,http://www.skc.kr,경기도
1717,018670,KOSPI,SK가스,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",1997-08-27,12월,윤병석,http://www.skgas.co.kr/,경기도
1718,001740,KOSPI,SK네트웍스,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업",1977-06-30,12월,박상규,http://www.sknetworks.co.kr,경기도
1719,001745,KOSPI,SK네트웍스우,,,,,,,
1720,006120,KOSPI,SK디스커버리,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",1976-06-29,12월,"최창원, 안재현",http://www.skdiscovery.com,경기도
1721,006125,KOSPI,SK디스커버리우,,,,,,,
1722,210980,KOSPI,SK디앤디,부동산 임대 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",2015-06-23,12월,김도현,http://www.skdnd.com,경기도
1723,068400,KOSPI,SK렌터카,운송장비 임대업,승용자동차 임대,2012-07-27,12월,황일문,http://https://company.skcarrental.com,서울특별시
1724,395400,KOSPI,SK리츠,부동산 임대 및 공급업,서울 중구 소재 SK서린빌딩 및 전국 116개 주유소 임대 운영,2021-09-14,03월,에스케이리츠운용 주식회사,http://skreit.co.kr,서울특별시
1725,302440,KOSPI,SK바이오사이언스,기초 의약물질 및 생물학적 제제 제조업,백신 제품 및 제제,2021-03-18,12월,안재용,http://www.skbioscience.com,경기도
1726,326030,KOSPI,SK바이오팜,자연과학 및 공학 연구개발업,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,2020-07-02,12월,조정우,,경기도
1727,402340,KOSPI,SK스퀘어,기타 금융업,지주회사,2021-11-29,12월,박정호,http://www.sksquare.com,서울특별시
1728,260870,KONEX,SK시그넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기차 충전기,2017-08-30,12월,신정호,http://www.sksignet.com,전라남도
1729,361610,KOSPI,SK아이이테크놀로지,일차전지 및 축전지 제조업,2차전지용 습식 분리막 및 폴더블 커버 윈도우,2021-05-11,12월,노재석,http://www.skietechnology.com/,서울특별시
1730,03473K,KOSPI,SK우,,,,,,,
1731,096770,KOSPI,SK이노베이션,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,김준,http://www.SKinnovation.com,서울특별시
1732,096775,KOSPI,SK이노베이션우,,,,,,,
1733,001510,KOSPI,SK증권,금융 지원 서비스업,"증권업,부동산 임대",1986-09-20,12월,김 신,http://www.sks.co.kr,서울특별시
1734,001515,KOSPI,SK증권우,,,,,,,
1735,285130,KOSPI,SK케미칼,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신",2018-01-05,12월,"김철, 전광현",http://www.skchemicals.com,경기도
1736,28513K,KOSPI,SK케미칼우,,,,,,,
1737,017670,KOSPI,SK텔레콤,전기 통신업,"이동전화,무선호출서비스,부가통신",1989-11-07,12월,유영상,http://www.sktelecom.com,서울특별시
1738,000660,KOSPI,SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,"박정호, 곽노정 (각자대표)",http://www.skhynix.com,경기도
1739,048550,KOSDAQ,SM C&C,광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",2001-01-18,12월,"김동준, 남궁철",http://www.smcultureandcontents.com,서울특별시
1740,063440,KOSDAQ,SM Life Design,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제",2002-05-30,12월,탁영준,http://smlifedesign.com,경기도
1741,064960,KOSPI,SNT모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",2002-03-11,12월,최광영,http://www.sntdaewoo.com,부산광역시
1742,100840,KOSPI,SNT에너지,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,김형섭,http://www.hisnt.com,경상남도
1743,003570,KOSPI,SNT중공업,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조",1976-07-08,12월,박재석,http://www.hisntd.com,경상남도
1744,036530,KOSPI,SNT홀딩스,기타 금융업,"지배,경영지도,정리,육성",2002-10-22,12월,김도환,http://www.hisntholdings.com,서울특별시
1745,411540,KOSPI,SOL 200 Top10,,,,,,,
1746,295040,KOSPI,SOL 200TR,,,,,,,
1747,363510,KOSPI,SOL KIS단기통안채,,,,,,,
1748,292500,KOSPI,SOL KRX300,,,,,,,
1749,404650,KOSPI,SOL KRX기후변화솔루션,,,,,,,
1750,400590,KOSPI,SOL 글로벌탄소배출권선물IHS(합성),,,,,,,
1751,433330,KOSPI,SOL 미국S&P500,,,,,,,
1752,399110,KOSPI,SOL 미국S&P500ESG,,,,,,,
1753,400580,KOSPI,SOL 유럽탄소배출권선물S&P(H),,,,,,,
1754,436140,KOSPI,SOL 종합채권(AA-이상)액티브,,,,,,,
1755,220130,KOSPI,SOL 중국본토 중소형 CSI500(합성 H),,,,,,,
1756,415760,KOSPI,SOL 차이나육성산업액티브(합성),,,,,,,
1757,413220,KOSPI,SOL 차이나태양광CSI(합성),,,,,,,
1758,423170,KOSPI,SOL 한국형글로벌반도체액티브,,,,,,,
1759,429980,KOSPI,SOL 한국형글로벌전기차&2차전지액티브,,,,,,,
1760,429990,KOSPI,SOL 한국형글로벌플랫폼&메타버스액티브,,,,,,,
1761,005610,KOSPI,SPC삼립,기타 식품 제조업,"빵,아이스크림,과자,케익,유산균음료,인스턴트식품,병조림,면류,식용유 제조,판매",1975-05-02,12월,황종현,http://www.spcsamlip.co.kr,경기도
1762,011810,KOSPI,STX,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매",1990-09-12,12월,박상준,http://www.stx.co.kr,경상남도
1763,077970,KOSPI,STX엔진,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매",2004-05-10,12월,박기문,http://www.stxengine.co.kr,경상남도
1764,071970,KOSPI,STX중공업,일반 목적용 기계 제조업,"조선기자재, 기계부품",2009-05-15,12월,최순필,http://www.stxhi.co.kr,경상남도
1765,002820,KOSPI,SUN&L,나무제품 제조업,"합판,가정용가구(선우드),MDF,제재목,하드보드 제조/부동산 임대",1976-05-22,12월,서성교,http://www.sunwood.co.kr,인천광역시
1766,289080,KOSDAQ,SV인베스트먼트,기타 금융업,중소/벤처기업 투자 및 육성,2018-07-06,03월,"박성호, 홍원호",http://www.svinvest.com,서울특별시
1767,084870,KOSPI,TBH글로벌,봉제의복 제조업,"캐주얼의류,여성의류,남성의류 제조,도소매",2005-12-19,12월,우종완,,서울특별시
1768,002710,KOSPI,TCC스틸,1차 철강 제조업,"석도강판,표면처리강판 제조,판매",1984-12-21,12월,"손봉락, 조석희, 손기영 (각자대표)",http://www.tccsteel.com,경상북도
1769,089230,KOSDAQ,THE E&M,기타 정보 서비스업,인터넷 개인방송 플랫폼,2006-10-10,12월,"신환률, 김대권(각자대표)",http://www.theenm.com,서울특별시
1770,161570,KOSDAQ,THE MIDONG,영상 및 음향기기 제조업,"차량용 블랙박스, 차량운행보조시스템",2013-11-13,12월,후성양(HU SHENGYANG),http://www.the-midong.com,서울특별시
1771,192410,KOSDAQ,THQ,통신 및 방송 장비 제조업,"기지국 안테나, 인바운드플랫폼",2014-08-14,12월,"김상기, 김봉관 (각자 대표이사)",http://www.thehqco.com,서울특별시
1772,102110,KOSPI,TIGER 200,,,,,,,
1773,139260,KOSPI,TIGER 200 IT,,,,,,,
1774,139220,KOSPI,TIGER 200 건설,,,,,,,
1775,139290,KOSPI,TIGER 200 경기소비재,,,,,,,
1776,139270,KOSPI,TIGER 200 금융,,,,,,,
1777,227550,KOSPI,TIGER 200 산업재,,,,,,,
1778,227560,KOSPI,TIGER 200 생활소비재,,,,,,,
1779,139250,KOSPI,TIGER 200 에너지화학,,,,,,,
1780,139230,KOSPI,TIGER 200 중공업,,,,,,,
1781,139240,KOSPI,TIGER 200 철강소재,,,,,,,
1782,227540,KOSPI,TIGER 200 헬스케어,,,,,,,
1783,243880,KOSPI,TIGER 200IT레버리지,,,,,,,
1784,310960,KOSPI,TIGER 200TR,,,,,,,
1785,252000,KOSPI,TIGER 200동일가중,,,,,,,
1786,267770,KOSPI,TIGER 200선물레버리지,,,,,,,
1787,252710,KOSPI,TIGER 200선물인버스2X,,,,,,,
1788,243890,KOSPI,TIGER 200에너지화학레버리지,,,,,,,
1789,315270,KOSPI,TIGER 200커뮤니케이션서비스,,,,,,,
1790,166400,KOSPI,TIGER 200커버드콜5%OTM,,,,,,,
1791,289480,KOSPI,TIGER 200커버드콜ATM,,,,,,,
1792,305540,KOSPI,TIGER 2차전지테마,,,,,,,
1793,365040,KOSPI,TIGER AI코리아그로스액티브,,,,,,,
1794,357870,KOSPI,TIGER CD금리투자KIS(합성),,,,,,,
1795,400970,KOSPI,TIGER Fn메타버스,,,,,,,
