code|name|date|price|ma3|ma5|ma7|ma20|ma50|ma60|ma120|ma200
204630.KQ|STUDIO SANTA CLAUS|2021-08-27|2425.0|2505.5555013020835|2509.166650390625|2505.3571428571427|2486.041650390625|2499.3333349609375|2394.722226969401|2246.2152791341146|2071.1250054931643
204630.KQ|STUDIO SANTA CLAUS|2021-08-30|2533.333251953125|2497.22216796875|2534.999951171875|2497.0237862723216|2488.7499755859376|2510.0|2406.5277811686196|2253.368056233724|2074.895838623047
204630.KQ|STUDIO SANTA CLAUS|2021-08-31|2504.166748046875|2487.5|2510.83330078125|2511.9047502790177|2492.291650390625|2519.3333349609375|2417.7083374023437|2260.45139058431|2078.6458392333984
204630.KQ|STUDIO SANTA CLAUS|2021-09-01|2583.333251953125|2540.2777506510415|2515.83330078125|2537.4999651227677|2501.4583129882812|2528.25|2430.2083353678386|2268.2638895670575|2082.770838623047
204630.KQ|STUDIO SANTA CLAUS|2021-09-02|2687.5|2591.6666666666665|2546.666650390625|2546.428536551339|2512.916650390625|2539.6666650390625|2444.444445800781|2276.805556233724|2087.2291717529297
204630.KQ|STUDIO SANTA CLAUS|2021-09-03|2691.666748046875|2654.1666666666665|2600.0|2565.4761788504466|2525.8333251953127|2550.25|2458.8888916015626|2285.2430572509766|2092.020838623047
204630.KQ|STUDIO SANTA CLAUS|2021-09-06|2575.0|2651.388916015625|2608.333349609375|2571.4285714285716|2525.8333251953127|2558.5|2470.9722249348956|2292.534723917643|2096.145838623047
204630.KQ|STUDIO SANTA CLAUS|2021-09-07|2570.833251953125|2612.5|2621.666650390625|2592.261893136161|2529.3749877929686|2569.1666650390625|2482.986112467448|2299.791667683919|2100.2916717529297
204630.KQ|STUDIO SANTA CLAUS|2021-09-08|2475.0|2540.2777506510415|2600.0|2583.9285714285716|2524.9999877929686|2570.083330078125|2492.7777791341146|2303.7500010172525|2104.0000048828124
204630.KQ|STUDIO SANTA CLAUS|2021-09-09|2387.5|2477.7777506510415|2540.0|2567.261893136161|2519.5833251953127|2563.1666650390625|2499.5138895670575|2308.7847229003905|2107.208338012695
204630.KQ|STUDIO SANTA CLAUS|2021-09-10|2233.333251953125|2365.2777506510415|2448.33330078125|2517.261893136161|2506.4583251953127|2551.4166650390625|2503.4722208658854|2312.777778116862|2109.6458374023437
204630.KQ|STUDIO SANTA CLAUS|2021-09-13|2366.666748046875|2329.1666666666665|2406.666650390625|2471.4285714285716|2500.8333251953127|2541.75|2509.5833333333335|2317.986112467448|2112.6666711425783
204630.KQ|STUDIO SANTA CLAUS|2021-09-14|2262.5|2287.5|2345.0|2410.1190359933034|2493.3333251953127|2530.9166650390625|2513.3333333333335|2319.548612467448|2115.187504272461
204630.KQ|STUDIO SANTA CLAUS|2021-09-15|2220.833251953125|2283.3333333333335|2294.166650390625|2359.5237862723216|2481.4583251953127|2517.333330078125|2514.7222208658854|2318.5416666666665|2117.6875036621095
204630.KQ|STUDIO SANTA CLAUS|2021-09-16|2170.833251953125|2218.0555013020835|2250.83330078125|2302.380929129464|2460.416650390625|2504.333330078125|2515.6249959309894|2318.368054199219|2119.854169921875
204630.KQ|STUDIO SANTA CLAUS|2021-09-17|2120.833251953125|2170.833251953125|2228.33330078125|2251.7856794084823|2446.4583129882812|2490.16666015625|2514.9305501302083|2315.833331298828|2121.8541693115235
204630.KQ|STUDIO SANTA CLAUS|2021-09-23|2208.333251953125|2166.6665852864585|2196.6666015625|2226.1904296875|2436.666638183594|2480.16666015625|2515.6944376627603|2313.819441731771|2124.291668701172
204630.KQ|STUDIO SANTA CLAUS|2021-09-24|2541.666748046875|2290.2777506510415|2252.499951171875|2270.2380719866073|2432.4999755859376|2475.4999951171876|2524.097216796875|2314.1666646321614|2128.5416693115235
204630.KQ|STUDIO SANTA CLAUS|2021-09-27|2608.333251953125|2452.7777506510415|2329.999951171875|2304.7618582589284|2434.9999755859376|2474.3333251953127|2527.0833251953127|2315.451385498047|2133.145835571289
204630.KQ|STUDIO SANTA CLAUS|2021-09-28|2679.166748046875|2609.7222493489585|2431.666650390625|2364.2856794084823|2442.291650390625|2475.0833251953127|2526.1805501302083|2317.6736083984374|2138.000002441406
204630.KQ|STUDIO SANTA CLAUS|2021-09-29|2583.333251953125|2623.611083984375|2524.166650390625|2416.0713936941966|2450.2083129882812|2476.749990234375|2522.222216796875|2318.6111083984374|2142.2500018310548
204630.KQ|STUDIO SANTA CLAUS|2021-09-30|2750.0|2670.8333333333335|2632.5|2498.809500558036|2461.041650390625|2482.1666552734373|2520.5555501302083|2321.145831298828|2147.416668701172
204630.KQ|STUDIO SANTA CLAUS|2021-10-01|2708.333251953125|2680.5555013020835|2665.83330078125|2582.7380719866073|2471.2499755859376|2486.7499853515624|2518.9583251953127|2323.0555521647134|2152.04166809082
204630.KQ|STUDIO SANTA CLAUS|2021-10-05|3083.333251953125|2847.22216796875|2760.83330078125|2707.7380719866073|2496.2499755859376|2501.4999853515624|2522.013879394531|2328.1249959309894|2158.8541674804687
204630.KQ|STUDIO SANTA CLAUS|2021-10-06|2833.333251953125|2874.9999186197915|2791.6666015625|2749.404715401786|2503.541638183594|2511.416650390625|2522.2222127278646|2331.1805501302083|2164.1458337402346
204630.KQ|STUDIO SANTA CLAUS|2021-10-07|3045.833251953125|2987.4999186197915|2884.1666015625|2811.904715401786|2521.249963378906|2525.3333154296874|2525.833321126302|2336.597216796875|2170.2708331298827
204630.KQ|STUDIO SANTA CLAUS|2021-10-08|3104.166748046875|2994.4444173177085|2954.999951171875|2872.6190011160716|2547.70830078125|2535.5833154296874|2532.430546061198|2342.777773030599|2176.7291668701173
204630.KQ|STUDIO SANTA CLAUS|2021-10-12|3087.5|3079.1666666666665|3030.83330078125|2944.642822265625|2573.541638183594|2543.8333154296874|2537.638879394531|2348.6111063639323|2183.1458337402346
204630.KQ|STUDIO SANTA CLAUS|2021-10-13|2554.166748046875|2915.27783203125|2925.0|2916.6666434151784|2577.4999755859376|2540.0833154296874|2535.763879394531|2350.381939697266|2186.895834350586
204630.KQ|STUDIO SANTA CLAUS|2021-10-14|2654.166748046875|2765.27783203125|2889.16669921875|2908.9285714285716|2590.8333129882812|2541.4999853515624|2535.9722127278646|2353.819439697266|2191.2708349609375
204630.KQ|STUDIO SANTA CLAUS|2021-10-15|2766.666748046875|2658.3334147135415|2833.3333984375|2863.690499441964|2617.4999877929686|2546.2499853515624|2540.4166585286457|2358.3680521647134|2196.2500018310548
204630.KQ|STUDIO SANTA CLAUS|2021-10-18|3595.833251953125|3005.5555826822915|2931.66669921875|2972.619070870536|2678.9583129882812|2568.5833154296874|2559.027766927083|2369.7222188313804|2205.5625012207033
204630.KQ|STUDIO SANTA CLAUS|2021-10-19|3804.166748046875|3388.888916015625|3075.000048828125|3080.9524274553573|2756.041650390625|2595.9999853515624|2581.1111002604166|2382.326385498047|2216.3125018310548
204630.KQ|STUDIO SANTA CLAUS|2021-10-20|3875.0|3758.3333333333335|3339.16669921875|3191.071463448661|2838.7499877929686|2625.4999853515624|2606.5972127278646|2395.451385498047|2227.2708349609375
204630.KQ|STUDIO SANTA CLAUS|2021-10-21|3437.5|3705.5555826822915|3495.833349609375|3241.071463448661|2902.0833251953127|2645.0833203125|2624.930546061198|2405.4861083984374|2236.10416809082
204630.KQ|STUDIO SANTA CLAUS|2021-10-22|3279.166748046875|3530.5555826822915|3598.333349609375|3344.642892020089|2960.0|2661.999990234375|2640.4166585286457|2414.2361083984374|2243.1875018310548
204630.KQ|STUDIO SANTA CLAUS|2021-10-25|2958.333251953125|3225.0|3470.833349609375|3388.0952497209823|2997.5|2669.6666552734373|2646.527766927083|2421.006941731771|2247.5625018310548
204630.KQ|STUDIO SANTA CLAUS|2021-10-26|2987.5|3075.0|3307.5|3419.6428571428573|3019.7916625976563|2679.4166552734373|2651.7361002604166|2428.2291646321614|2252.7708349609375
204630.KQ|STUDIO SANTA CLAUS|2021-10-27|3108.333251953125|3018.0555013020835|3154.166650390625|3350.0|3044.7916625976563|2690.3333203125|2657.847208658854|2436.5277750651044|2259.10416809082
204630.KQ|STUDIO SANTA CLAUS|2021-10-28|3129.166748046875|3075.0|3092.5|3253.5714285714284|3067.2916625976563|2702.999990234375|2666.94443359375|2445.555553181966|2265.541668701172
204630.KQ|STUDIO SANTA CLAUS|2021-10-29|3000.0|3079.1666666666665|3036.666650390625|3128.5714285714284|3088.125|2713.0833251953127|2674.7916544596355|2453.5416646321614|2271.2500018310548
204630.KQ|STUDIO SANTA CLAUS|2021-11-01|2837.5|2988.888916015625|3012.5|3042.8571428571427|3092.5|2720.249990234375|2680.763875325521|2460.555553181966|2276.2708349609375
204630.KQ|STUDIO SANTA CLAUS|2021-11-02|2900.0|2912.5|2995.0|2988.6904645647323|3102.0833374023437|2729.999990234375|2688.5416544596355|2467.3263865152994|2281.7708349609375
204630.KQ|STUDIO SANTA CLAUS|2021-11-03|2770.833251953125|2836.111083984375|2927.5|2961.9047502790177|3086.4583374023437|2736.249990234375|2694.722208658854|2473.3333302815754|2287.10416809082
204630.KQ|STUDIO SANTA CLAUS|2021-11-04|2633.333251953125|2768.0555013020835|2828.33330078125|2911.309500558036|3076.4583374023437|2737.0833203125|2697.638875325521|2477.1527740478514|2291.645834350586
204630.KQ|STUDIO SANTA CLAUS|2021-11-05|2745.833251953125|2716.6665852864585|2777.499951171875|2859.5237862723216|3061.4583374023437|2743.9999853515624|2702.847208658854|2483.2291625976563|2296.7916674804687
204630.KQ|STUDIO SANTA CLAUS|2021-11-08|2675.0|2684.72216796875|2744.999951171875|2794.642822265625|3040.0|2749.416650390625|2704.513875325521|2488.2291625976563|2301.3541674804687
204630.KQ|STUDIO SANTA CLAUS|2021-11-09|2791.666748046875|2737.5|2723.33330078125|2764.880929129464|3025.2083374023437|2752.7499853515624|2709.3749877929686|2494.5833302815754|2306.5625012207033
204630.KQ|STUDIO SANTA CLAUS|2021-11-10|2983.333251953125|2816.6666666666665|2765.83330078125|2785.7142508370534|3046.6666625976563|2761.2499853515624|2716.388875325521|2502.1874969482424|2312.3125006103514
204630.KQ|STUDIO SANTA CLAUS|2021-11-11|2733.333251953125|2836.111083984375|2785.83330078125|2761.904715401786|3050.6249877929686|2765.2499853515624|2720.347208658854|2507.7777740478514|2316.4375
204630.KQ|STUDIO SANTA CLAUS|2021-11-12|2612.5|2776.3888346354165|2759.166650390625|2739.2856794084823|3042.916650390625|2768.9999853515624|2722.2916544596355|2512.2569407145184|2320.3333331298827
204630.KQ|STUDIO SANTA CLAUS|2021-11-15|2545.833251953125|2630.5555013020835|2733.33330078125|2726.7856794084823|2990.416650390625|2769.2499853515624|2723.402762858073|2516.493051147461|2323.8124993896486
204630.KQ|STUDIO SANTA CLAUS|2021-11-16|2570.833251953125|2576.3888346354165|2689.1666015625|2701.7856794084823|2928.7499755859376|2770.5833154296874|2726.041650390625|2520.972216796875|2326.8333325195313
204630.KQ|STUDIO SANTA CLAUS|2021-11-17|2591.666748046875|2569.4444173177085|2610.83330078125|2689.880929129464|2864.5833129882812|2770.7499853515624|2728.263875325521|2526.354161580404|2329.8749993896486
204630.KQ|STUDIO SANTA CLAUS|2021-11-18|2529.166748046875|2563.888916015625|2570.0|2652.380929129464|2819.166650390625|2767.5833203125|2727.222208658854|2531.770829264323|2332.6041662597654
204630.KQ|STUDIO SANTA CLAUS|2021-11-19|2508.333251953125|2543.0555826822915|2549.166650390625|2584.5237862723216|2780.6249755859376|2763.916650390625|2729.027762858073|2536.7013844807943|2334.8124987792967
204630.KQ|STUDIO SANTA CLAUS|2021-11-22|2591.666748046875|2543.0555826822915|2558.333349609375|2564.285714285714|2762.291650390625|2764.2499853515624|2732.152762858073|2542.5347188313804|2337.4374987792967
204630.KQ|STUDIO SANTA CLAUS|2021-11-23|2475.0|2525.0|2539.16669921875|2544.6428571428573|2736.666650390625|2762.3333203125|2729.652762858073|2547.361107381185|2340.104165649414
204630.KQ|STUDIO SANTA CLAUS|2021-11-24|2379.166748046875|2481.9444986979165|2496.66669921875|2520.8333565848216|2700.2083251953127|2760.4166552734373|2726.6666544596355|2551.2847188313804|2342.0624993896486
204630.KQ|STUDIO SANTA CLAUS|2021-11-25|2379.166748046875|2411.1111653645835|2466.66669921875|2493.4524274553573|2662.7083251953127|2760.249990234375|2724.0972127278646|2555.1736083984374|2343.5624993896486
204630.KQ|STUDIO SANTA CLAUS|2021-11-26|2287.5|2348.6111653645835|2422.500048828125|2450.0000348772323|2627.0833251953127|2761.3333251953127|2721.805546061198|2558.2638865152994|2344.729165649414
204630.KQ|STUDIO SANTA CLAUS|2021-11-29|2133.333251953125|2266.6666666666665|2330.833349609375|2393.452392578125|2591.8749877929686|2756.6666552734373|2715.138879394531|2560.8333302815754|2345.64583190918
204630.KQ|STUDIO SANTA CLAUS|2021-11-30|1966.6666259765625|2129.1666259765625|2229.1666748046873|2316.071446010045|2545.208319091797|2750.7499877929686|2706.1805440266926|2561.9444407145184|2345.7291650390625
204630.KQ|STUDIO SANTA CLAUS|2021-12-01|1995.8333740234375|2031.9444173177083|2152.5|2230.952392578125|2506.4583251953127|2746.249990234375|2696.388879394531|2563.298607381185|2346.14583190918
204630.KQ|STUDIO SANTA CLAUS|2021-12-02|1920.8333740234375|1961.1111246744792|2060.8333251953127|2151.78573172433|2470.833331298828|2741.2499926757814|2683.6111022949217|2564.0277740478514|2346.479165649414
204630.KQ|STUDIO SANTA CLAUS|2021-12-03|1979.1666259765625|1965.2777913411458|1999.166650390625|2094.6428571428573|2432.5|2738.41666015625|2671.7361002604166|2565.3124959309894|2347.08333190918
204630.KQ|STUDIO SANTA CLAUS|2021-12-06|1937.5|1945.8333333333333|1960.0|2031.547607421875|2395.625|2732.9999951171876|2661.1111002604166|2566.0416625976563|2347.5624987792967
204630.KQ|STUDIO SANTA CLAUS|2021-12-07|1979.1666259765625|1965.2777506510417|1962.5|1987.4999825613838|2354.9999938964843|2721.7499926757814|2651.249989827474|2567.118051147461|2348.3541650390625
204630.KQ|STUDIO SANTA CLAUS|2021-12-08|1954.1666259765625|1956.9444173177083|1954.166650390625|1961.904750279018|2303.5416625976563|2708.66666015625|2642.56943359375|2567.6736063639323|2349.2499981689452
204630.KQ|STUDIO SANTA CLAUS|2021-12-09|1970.8333740234375|1968.0555419921875|1964.166650390625|1962.5|2265.416668701172|2694.4999926757814|2635.624989827474|2567.569439697266|2349.7499981689452
204630.KQ|STUDIO SANTA CLAUS|2021-12-10|1954.1666259765625|1959.7222086588542|1959.166650390625|1956.547607421875|2232.5|2681.91666015625|2630.9722127278646|2567.222216796875|2350.020831298828
204630.KQ|STUDIO SANTA CLAUS|2021-12-13|1841.6666259765625|1922.2222086588542|1939.9999755859376|1945.238071986607|2197.291668701172|2663.7499926757814|2622.2222106933596|2565.9027720133463|2349.937497558594
204630.KQ|STUDIO SANTA CLAUS|2021-12-14|1808.3333740234375|1868.0555419921875|1905.8333251953125|1920.8333217075892|2159.1666748046873|2645.7499951171876|2614.652766927083|2563.9930501302083|2349.812497558594
204630.KQ|STUDIO SANTA CLAUS|2021-12-15||1216.6666666666667|1515.0|1644.047607421875|2029.5833374023437|2584.083330078125|2577.638879394531|2546.1805501302083|2341.124997558594
204630.KQ|STUDIO SANTA CLAUS|2022-01-04|1966.6666259765625|1258.3333333333333|1514.166650390625|1642.2618931361608|2001.4583312988282|2566.749997558594|2574.2361022949217|2544.9305491129558|2342.2708306884765
204630.KQ|STUDIO SANTA CLAUS|2022-01-05|1850.0|1272.2222086588542|1493.3333251953125|1627.3809465680804|1968.5416687011718|2542.8333325195313|2569.7222147623697|2542.3263824462892|2343.124997558594
204630.KQ|STUDIO SANTA CLAUS|2022-01-06|1766.6666259765625|1861.111083984375|1478.3333251953125|1598.2142682756696|1927.2916625976563|2516.083330078125|2562.3611043294272|2539.0277709960938|2343.5833306884765
204630.KQ|STUDIO SANTA CLAUS|2022-01-07|1691.6666259765625|1769.4444173177083|1454.9999755859376|1560.7142682756696|1888.1249938964843|2488.1666625976563|2548.194435628255|2536.145826212565|2343.541663818359
204630.KQ|STUDIO SANTA CLAUS|2022-01-10|1640.0|1699.4444173177083|1782.9999755859376|1531.904750279018|1851.1666564941406|2469.8833276367186|2532.055548095703|2529.5694366455077|2343.262496948242
204630.KQ|STUDIO SANTA CLAUS|2022-01-11|1525.0|1618.8888753255208|1694.666650390625|1491.4285539899554|1808.458319091797|2447.299992675781|2512.819435628255|2519.4999928792317|2342.220830078125
204630.KQ|STUDIO SANTA CLAUS|2022-01-12|1545.0|1570.0|1633.666650390625|1712.1428397042412|1771.333319091797|2422.8666577148438|2495.5138814290362|2508.8680491129558|2341.404163208008
204630.KQ|STUDIO SANTA CLAUS|2022-01-13|1508.3333740234375|1526.1111246744792|1582.0|1646.6666608537946|1740.0833251953125|2381.11666015625|2474.8194376627603|2497.6874938964843|2340.570830078125
204630.KQ|STUDIO SANTA CLAUS|2022-01-14|1468.3333740234375|1507.2222493489583|1537.333349609375|1592.142857142857|1715.1666625976563|2334.399992675781|2454.152773030599|2486.5555491129558|2339.6416638183596
204630.KQ|STUDIO SANTA CLAUS|2022-01-17|1400.0|1458.888916015625|1489.333349609375|1539.7619105747767|1685.3749938964843|2284.899992675781|2426.0972188313804|2474.0555491129558|2338.4124969482423
204630.KQ|STUDIO SANTA CLAUS|2022-01-18|1426.6666259765625|1431.6666666666667|1469.6666748046875|1501.9047677176338|1660.6666564941406|2244.6833251953126|2402.6527750651044|2462.4374938964843|2337.233330078125
204630.KQ|STUDIO SANTA CLAUS|2022-01-19|1505.0|1443.8888753255208|1461.6666748046875|1482.6190534319196|1636.9583251953125|2209.199990234375|2376.9722208658854|2451.4027709960938|2336.362496948242
204630.KQ|STUDIO SANTA CLAUS|2022-01-20|1625.0|1518.8888753255208|1485.0|1496.9047677176338|1621.3333251953125|2182.5333251953125|2352.319441731771|2442.3749938964843|2335.987496948242
204630.KQ|STUDIO SANTA CLAUS|2022-01-21|1766.6666259765625|1632.2222086588542|1544.666650390625|1528.5714285714287|1610.7083251953125|2158.1166577148438|2330.3055521647134|2433.9722157796223|2336.320830078125
204630.KQ|STUDIO SANTA CLAUS|2022-01-24|1733.3333740234375|1708.3333333333333|1611.3333251953125|1560.7142857142858|1599.6666625976563|2130.61666015625|2316.6249959309894|2426.1944376627603|2334.987496948242
204630.KQ|STUDIO SANTA CLAUS|2022-01-25|1725.0|1741.6666666666667|1671.0|1597.3809465680804|1587.3749938964843|2102.5333251953125|2301.138883463542|2418.555548095703|2334.695830078125
204630.KQ|STUDIO SANTA CLAUS|2022-01-26|1883.3333740234375|1780.5555826822917|1746.6666748046875|1666.4285714285713|1583.8333312988282|2080.1999926757812|2286.4166605631513|2413.4166595458983|2335.3416638183594
204630.KQ|STUDIO SANTA CLAUS|2022-01-27|1833.3333740234375|1813.888916015625|1788.333349609375|1724.5238211495537|1583.4166687011718|2060.11666015625|2257.0416625976563|2408.0347147623697|2335.7999975585935
204630.KQ|STUDIO SANTA CLAUS|2022-01-28|1850.0|1855.5555826822917|1805.0000244140624|1773.809535435268|1585.5|2039.11666015625|2224.472216796875|2402.7916585286457|2334.6749975585935
204630.KQ|STUDIO SANTA CLAUS|2022-02-03|1850.0|1844.4444580078125|1828.333349609375|1805.952392578125|1678.0|2020.6999951171874|2190.722216796875|2398.6597147623697|2332.2166638183594
204630.KQ|STUDIO SANTA CLAUS|2022-02-04|1858.3333740234375|1852.7777913411458|1855.0000244140624|1819.047642299107|1672.5833374023437|2005.1999975585939|2164.402773030599|2394.6666595458983|2330.549996948242
204630.KQ|STUDIO SANTA CLAUS|2022-02-07|1783.3333740234375|1830.5555826822917|1835.0000244140624|1826.1904994419642|1669.2500061035157|1985.95|2139.472216796875|2389.9444376627603|2327.3416638183594
204630.KQ|STUDIO SANTA CLAUS|2022-02-08|1791.6666259765625|1811.1111246744792|1826.6666748046875|1835.7143031529017|1670.5000061035157|1968.2833325195313|2120.027773030599|2383.277769978841|2324.049996948242
204630.KQ|STUDIO SANTA CLAUS|2022-02-09|1866.6666259765625|1813.8888753255208|1830.0|1833.3333391462054|1679.2500061035157|1949.783330078125|2101.347216796875|2376.5416585286457|2320.883330078125
